t,ke,pe,ke_err,pe_err
355,5.23966068e-05,-2.65345065e-06,1.75638786e-01,1.75947509e-01
356,5.24246963e-05,-2.65361616e-06,1.75196850e-01,1.75896110e-01
357,5.24525633e-05,-2.65377574e-06,1.74758417e-01,1.75846551e-01
358,5.24801016e-05,-2.65392672e-06,1.74325153e-01,1.75799662e-01
359,5.25072060e-05,-2.65406644e-06,1.73898718e-01,1.75756272e-01
360,5.25337716e-05,-2.65419225e-06,1.73480757e-01,1.75717198e-01
361,5.25596951e-05,-2.65430156e-06,1.73072901e-01,1.75683251e-01
362,5.25848741e-05,-2.65439179e-06,1.72676757e-01,1.75655230e-01
363,5.26092079e-05,-2.65446041e-06,1.72293910e-01,1.75633920e-01
364,5.26325977e-05,-2.65450493e-06,1.71925917e-01,1.75620093e-01
365,5.26549464e-05,-2.65452293e-06,1.71574302e-01,1.75614504e-01
366,5.26761596e-05,-2.65451203e-06,1.71240552e-01,1.75617888e-01
367,5.26961452e-05,-2.65446994e-06,1.70926118e-01,1.75630960e-01
368,5.27148137e-05,-2.65439442e-06,1.70632404e-01,1.75654412e-01
369,5.27320789e-05,-2.65428333e-06,1.70360768e-01,1.75688915e-01
370,5.27478577e-05,-2.65413458e-06,1.70112519e-01,1.75735110e-01
371,5.27620703e-05,-2.65394620e-06,1.69888910e-01,1.75793613e-01
372,5.27746407e-05,-2.65371630e-06,1.69691139e-01,1.75865009e-01
373,5.27854967e-05,-2.65344310e-06,1.69520341e-01,1.75949854e-01
374,5.27945700e-05,-2.65312491e-06,1.69377589e-01,1.76048670e-01
375,5.28017968e-05,-2.65276016e-06,1.69263890e-01,1.76161948e-01
376,5.28071174e-05,-2.65234738e-06,1.69180181e-01,1.76290140e-01
377,5.28104767e-05,-2.65188523e-06,1.69127327e-01,1.76433666e-01
378,5.28118246e-05,-2.65137247e-06,1.69106122e-01,1.76592906e-01
379,5.28111154e-05,-2.65080802e-06,1.69117280e-01,1.76768202e-01
380,5.28083085e-05,-2.65019089e-06,1.69161440e-01,1.76959858e-01
381,5.28033685e-05,-2.64952023e-06,1.69239162e-01,1.77168137e-01
382,5.27962650e-05,-2.64879532e-06,1.69350922e-01,1.77393262e-01
383,5.27869728e-05,-2.64801559e-06,1.69497118e-01,1.77635415e-01
384,5.27754719e-05,-2.64718058e-06,1.69678063e-01,1.77894735e-01
385,5.27617477e-05,-2.64628997e-06,1.69893986e-01,1.78171322e-01
386,5.27457910e-05,-2.64534358e-06,1.70145034e-01,1.78465231e-01
387,5.27275978e-05,-2.64434137e-06,1.70431270e-01,1.78776477e-01
388,5.27071695e-05,-2.64328342e-06,1.70752671e-01,1.79105034e-01
389,5.26845127e-05,-2.64216995e-06,1.71109133e-01,1.79450831e-01
390,5.26596392e-05,-2.64100132e-06,1.71500470e-01,1.79813759e-01
391,5.26325663e-05,-2.63977801e-06,1.71926411e-01,1.80193669e-01
392,5.26033160e-05,-2.63850064e-06,1.72386608e-01,1.80590368e-01
393,5.25719157e-05,-2.63716994e-06,1.72880632e-01,1.81003628e-01
394,5.25383975e-05,-2.63578678e-06,1.73407978e-01,1.81433180e-01
395,5.25027983e-05,-2.63435214e-06,1.73968065e-01,1.81878720e-01
396,5.24651597e-05,-2.63286713e-06,1.74560237e-01,1.82339904e-01
397,5.24255278e-05,-2.63133295e-06,1.75183769e-01,1.82816357e-01
398,5.23839531e-05,-2.62975093e-06,1.75837867e-01,1.83307668e-01
399,5.23404904e-05,-2.62812249e-06,1.76521672e-01,1.83813393e-01
